bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
6342,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.58,1589880080,9781589880085,eng,378,20,2,3/1/2004,Paul Dry Books
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1589880196,9781589880191,eng,435,10,1,10/1/2004,Paul Dry Books
6346,Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,4.04,0941051692,9780941051699,eng,118,94,12,9/1/1998,Focus
6360,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,4.16,1589880293,9781589880290,eng,144,31,4,11/1/2006,Paul Dry Books
6366,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,0061134236,9780061134234,eng,336,1226,120,8/29/2006,William Morrow Paperbacks
6367,Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,0060595361,9780060595364,eng,384,1614,167,8/31/2004,Avon
6388,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0385504217,9780385504218,eng,522,2780,334,3/18/2003,Doubleday Publishing (NY)
6407,Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,3.98,0451206703,9780451206701,en-US,208,37,2,10/1/2002,NAL
6414,Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,1401903096,9781401903091,en-US,128,469,30,2/1/2004,Hay House
6418,Thanksgiving,Janet Evanovich,3.60,0060598808,9780060598808,eng,228,10637,474,10/31/2006,HarperTorch
6419,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,0312306342,9780312306342,eng,164,47315,1446,1/9/2007,St. Martin's Press
6422,Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,0312966970,9780312966973,eng,313,117541,2502,6/15/1999,St. Martin's Press
6424,Seven Up (Stephanie Plum  #7),Janet Evanovich,4.16,0312980140,9780312980146,en-US,337,103618,1820,6/17/2002,St. Martin's Press
6425,Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,4.17,0312983867,9780312983864,eng,326,101730,1878,6/16/2003,St. Martin's Press
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,0060584033,9780060584030,eng,312,22251,671,10/3/2006,HarperCollins
6438,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,4.25,0316919896,9780316919890,eng,353,722,110,2/1/1997,Little  Brown
6440,Ivanhoe,Walter Scott/Graham Tulloch,3.75,0140436588,9780140436587,eng,541,73757,1571,3/30/2000,Penguin Books /Penguin Classics
6441,Ivanhoe,Marianna Mayer/Walter Scott/John Rush,3.96,1587172488,9781587172489,en-US,56,178,22,10/7/2004,Chronicle Books
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,0425132641,9780425132647,eng,244,30,5,5/1/1992,Berkley
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,9781596980204,eng,424,242,37,8/1/2006,Regnery History
6462,His Excellency: George Washington,Joseph J. Ellis,3.92,1400032539,9781400032532,eng,320,32978,1112,11/8/2005,Vintage
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,155709103X,9781557091031,eng,30,835,113,8/1/1989,Applewood Books
6475,George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,4.18,0978605268,9780978605261,eng,1200,694,63,5/31/2011,Providence Forum Press
6480,Waverley,Walter Scott/Claire Lamont,3.43,0192836013,9780192836014,eng,463,69,8,8/20/1998,Oxford University Press
6482,The Antiquary,Walter Scott/Nicola J. Watson,3.83,0192831879,9780192831873,eng,528,354,37,5/23/2002,Oxford University Press
6483,Rob Roy,Walter Scott/Lockhart Bogle,3.70,0375760601,9780375760600,eng,576,26,1,7/9/2002,Modern Library
6505,Prozac Nation,Elizabeth Wurtzel,3.59,1573229628,9781573229623,eng,384,895,78,4/2/2002,Riverhead Books
6511,Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,4.02,057120211X,9780571202119,eng,167,253,15,2/21/2000,Faber & Faber
6524,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,3.86,0312010443,9780312010447,eng,192,2152,155,12/15/1987,St. Martin's Press
6526,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,0399153934,9780399153938,eng,511,23107,1295,11/1/2007,Putnam Adult
6527,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,0399153624,9780399153624,eng,212,422,47,5/23/2006,G. P. Putnam's Sons
6528,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,0425210278,9780425210277,eng,453,23630,842,10/1/2006,Berkley Publishing Group
6530,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,0425204200,9780425204207,eng,401,25822,729,6/28/2005,Berkley
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,0743477154,9780743477154,eng,342,193117,2123,12/30/2003,Pocket Books
6536,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,4.29,0765191121,9780765191120,en-US,822,476,16,10/1/1997,Smithmark Publishers
6537,From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,4.04,0425204693,9780425204696,eng,383,46084,614,8/30/2005,Berkley Books
6539,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,0425201449,9780425201442,eng,351,57415,920,12/28/2004,Berkley
6540,Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,3.78,0143058320,9780143058328,en-US,11,46,8,8/4/2005,Penguin Audio
6541,Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,3.93,0425213382,9780425213384,eng,356,38823,625,1/2/2007,Berkley Books
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,4.16,0060791217,9780060791216,eng,0,202,1,7/26/2005,HarperAudio
6543,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,0425214761,9780425214763,en-US,289,10084,598,4/3/2007,Berkley Books
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,074325581X,9780743255813,eng,672,30,2,11/11/2003,Scribner
6545,In the Dark of the Night,John Saul,3.88,034548701X,9780345487018,eng,324,4278,178,7/18/2006,Ballantine Books
6546,Perfect Nightmare,John Saul,3.89,0345467329,9780345467324,eng,384,3721,236,4/25/2006,Ballantine Books
6549,  said the shotgun to the head.,Saul Williams,4.22,0743470796,9780743470797,en-US,192,2762,214,9/1/2003,MTV Books
6550,Early Color,Saul Leiter/Martin Harrison,4.73,3865211399,9783865211392,eng,156,144,8,1/15/2006,Steidl
6551,Herzog,Saul Bellow/Philip Roth,3.78,0142437298,9780142437292,eng,371,16550,813,2/25/2003,Penguin Classics
6552,Midnight Voices,John Saul/Joe Blades,3.75,0449006530,9780449006535,eng,384,2756,142,3/4/2003,Ballantine Books
6553,The Manhattan Hunt Club,John Saul,3.98,0345490649,9780345490643,eng,384,4889,221,3/28/2006,Ballantine Books
6556,Shadows,John Saul,3.93,0553560271,9780553560275,eng,393,10824,185,5/1/1993,Bantam
6557,The Presence,John Saul,3.76,0449002411,9780449002414,eng,432,2699,90,4/29/1998,Ballantine Books
6562,Creature,John Saul,3.84,0553284118,9780553284119,eng,416,10047,152,1/1/1997,Bantam
6568,Asylum (Blackstone Chronicles  #6),John Saul,4.10,0449227944,9780449227947,eng,97,932,24,6/3/1997,Fawcett
6572,Suffer the Children,John Saul,3.91,044018293X,9780440182931,en-US,378,28001,301,7/1/1989,Dell
6588,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,3.99,0446610224,9780446610223,eng,400,42096,945,10/1/2004,Grand Central Publishing
6595,Big Bad Wolf,Linda Jones,3.80,0505521792,9780505521798,eng,359,123,6,2/27/1997,Love Spell
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,0307345971,9780307345974,eng,263,1166,112,8/1/2006,Three Rivers Press
6613,Four Blondes,Candace Bushnell,2.82,080213825X,9780802138255,eng,256,23409,877,6/8/2001,Grove Press
6614,Lipstick Jungle,Candace Bushnell,3.41,0786887079,9780786887071,eng,496,37514,780,8/8/2006,Hachette Books
6615,Lipstick Jungle,Candace Bushnell,3.41,0786893966,9780786893966,eng,532,422,48,4/1/2007,Hachette Books
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.30,1402718616,9781402718618,eng,224,3510,510,9/23/2004,Sterling
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,0671631985,9780671631987,en-US,395,2207,271,6/15/1986,Touchstone
6624,It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,4.20,1401302424,9781401302429,eng,197,1409,168,9/14/2005,Hyperion
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,1416510877,9781416510871,eng,352,12509,340,2/7/2006,Gallery Books
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,0143037234,9780143037231,eng,383,27137,1885,7/25/2006,Penguin
6635,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,3.82,0062510266,9780062510266,eng,161,1844,171,3/11/1994,HarperSanFrancisco
6640,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,3.55,158685772X,9781586857721,eng,168,330,48,1/23/2006,Gibbs Smith
6644,Le Divorce,Diane Johnson,2.88,0452284481,9780452284487,eng,320,3602,295,7/1/2003,Plume
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.22,0006281141,9780006281146,en-US,384,52,2,10/5/1998,Fount
6655,The Divine Comedy,Dante Alighieri/John Ciardi,4.07,0451208633,9780451208637,eng,895,3127,205,5/27/2003,NAL
6656,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,0679433139,9780679433132,eng,798,86527,2004,8/1/1995,Everyman's Library
6657,Divine,Karen Kingsbury,4.28,141430935X,9781414309354,eng,355,9043,424,5/17/2007,Tyndale House Publishers
6658,When the Emperor Was Divine,Julie Otsuka,3.73,0141009055,9780141009056,en-US,160,180,27,1/12/2004,Penguin
6659,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,0786932724,9780786932726,eng,191,803,8,5/1/2004,Wizards of the Coast
6660,A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,4.18,0883682796,9780883682791,eng,208,1164,154,1/1/1993,Whitaker House
6667,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,4.10,0141311401,9780141311401,eng,176,45253,1934,4/5/2001,Puffin Books
6668,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,0142302457,9780142302453,eng,32,13986,525,3/24/2003,Puffin
6670,The Magic Finger,Roald Dahl/Quentin Blake,3.68,0141311290,9780141311296,eng,67,23558,1092,4/5/2001,Puffin Books
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9780375814235,eng,240,15116,663,9/11/2001,Knopf Books for Young Readers
6677,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,1593074964,9781593074968,eng,56,511,65,9/26/2006,Dark Horse Books
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,0141311428,9780141311425,eng,209,17327,992,4/5/2001,Puffin
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,0882896458,9780882896458,eng,640,307,23,5/31/1987,Pelican Publishing
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0375814248,9780375814242,eng,146,328542,4733,9/10/2002,Alfred A. Knopf
6690,Danny the Champion of the World,Roald Dahl/Quentin Blake,4.09,0375814256,9780375814259,eng,224,46753,1672,2/12/2002,Knopf Books for Young Readers
6691,My Uncle Oswald,Roald Dahl,3.89,0140055770,9780140055771,eng,208,8170,620,5/1/1986,Penguin (Non-Classics)
6693,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,4.05,0375822070,9780375822070,eng,96,83723,2503,6/11/2002,Knopf Books for Young Readers
6694,The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,3.82,0140568190,9780140568196,eng,32,17232,713,11/29/2001,Puffin
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1577314808,9781577314806,eng,229,159883,7012,8/19/2004,New World Library
6721,Wild Things: Four Tales,Douglas Clegg,3.58,1587671565,9781587671562,eng,97,67,8,10/1/2006,Cemetery Dance Publications
6745,Wild Things (Prowlers Book 1),Christopher Golden,4.03,074344017X,9780743440172,eng,311,7,0,4/7/2003,Pocket Books
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,0316925284,9780316925280,eng,353,27674,2030,2/2/1998,Back Bay Books
6749,Oblivion,David Foster Wallace,4.07,0316010766,9780316010764,eng,329,10633,701,8/30/2005,Back Bay Books
6751,Consider the Lobster and Other Essays,David Foster Wallace,4.23,0316156116,9780316156110,eng,343,32876,2406,12/13/2005,Little  Brown and Company
6753,Brief Interviews with Hideous Men,David Foster Wallace,3.86,034911188X,9780349111889,eng,273,18335,1155,4/1/2000,Abacus
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,1580402518,9781580402514,eng,301,33,4,10/15/2006,American Diabetes Association
6764,Easy French Reader,R. de Roussy de Sales,3.85,0071428488,9780071428484,eng,228,297,33,9/17/2003,McGraw-Hill Education
6781,Algebra the Easy Way,Douglas Downing,4.06,0764119729,9780764119729,eng,392,23,2,1/1/2003,Barrons Educational Series
6793,Easy Riders  Raging Bulls,Peter Biskind,4.12,0684857081,9780684857084,eng,512,5305,341,4/4/1999,Simon  Schuster
6794,Cloud Atlas,David Mitchell,4.02,0340822783,9780340822784,eng,529,6985,957,2/21/2005,Sceptre
6795,The Cloud Atlas,Liam Callanan,3.38,0385336950,9780385336956,en-GB,368,1748,260,8/1/2004,Dial Press
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,3.45,0345476638,9780345476630,eng,311,234,77,1/31/2006,Ballantine Books
6810,The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4.01,0452276969,9780452276963,eng,336,308,20,4/1/1999,Plume
6815,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,0764134280,9780764134289,eng,480,34,6,11/1/2006,Barrons Educational Series
6819,Ghostwritten,David Mitchell,4.05,0375724508,9780375724503,eng,426,20880,1728,10/9/2001,Vintage
6823,Romeo & Juliet,William Shakespeare/Alan Durband,3.74,0748702555,9780748702558,eng,288,179,4,1/1/1993,Nelson Thornes Ltd
6838,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,0743484185,9780743484183,eng,480,11676,341,6/1/2004,Simon & Schuster
6851,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,4.00,0451212924,9780451212924,eng,368,4208,298,9/7/2004,Berkley Books
6854,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,4.15,0312966091,9780312966096,eng,321,125114,2883,7/15/1998,St. Martin's Press
6855,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,0060598875,9780060598877,eng,234,11968,387,7/25/2006,HarperTorch
6856,Manhunt,Janet Evanovich,3.70,0060598824,9780060598822,eng,219,12152,449,11/29/2005,HarperTorch
6857,Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4.31,0743216393,9780743216395,eng,1016,2983,168,4/26/2001,Scribner
6858,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,0312976275,9780312976279,eng,336,108961,2082,6/15/2001,St. Martin's Paperbacks
6862,Amsterdam,Ian McEwan,3.43,0385494246,9780385494243,eng,208,35998,2445,11/2/1999,Anchor Books/Knopf Doubleday Publishing Group
6866,Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,3.43,1400016088,9781400016082,eng,288,6,0,4/6/2004,Fodor's
6869,The Child in Time,Ian McEwan,3.58,0385497520,9780385497527,eng,263,8285,543,11/2/1999,Anchor
6870,Enduring Love,Ian McEwan,3.63,0099481243,9780099481249,eng,245,30776,1515,10/28/2004,Vintage
6871,Black Dogs,Ian McEwan,3.44,0385494327,9780385494328,eng,149,7938,490,12/29/1998,Anchor
6872,The Comfort of Strangers,Ian McEwan,3.41,0679749845,9780679749844,eng,128,11116,836,11/1/1994,Anchor
6876,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,3.57,0373836937,9780373836932,eng,279,7,1,2/7/2006,Harlequin Anthologies
6896,Las rubias de 5th Avenue,Plum Sykes,3.28,8497935888,9788497935883,spa,304,5,0,2/28/2005,Debolsillo
6899,Tuesdays with Morrie,Mitch Albom,4.10,0307275639,9780307275639,en-US,192,5541,498,6/29/2007,Anchor Books
6902,La Dernière Leçon,Mitch Albom,4.10,0785930736,9780785930730,fre,209,3,1,1/1/2001,French & European Pubns
6903,My Sister's Keeper,Mavis Applewater,3.86,097441218X,9780974412184,eng,252,89,2,3/9/2004,Limitless Corporation
6904,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.70,1890208280,9781890208288,eng,228,22,2,2/1/2000,Poisoned Pen Press
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,0472080520,9780472080526,eng,272,22,2,4/4/1984,University of Michigan Press
6919,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,0761316434,9780761316435,eng,32,4,0,8/1/2002,Roaring Brook Press
6925,Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,4.15,0060898712,9780060898717,en-US,9,61,11,5/23/2006,Caedmon
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.70,1580087949,9781580087940,eng,382,4171,161,9/1/2006,Ten Speed Press
6937,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,1401911838,9781401911836,en-US,240,21,1,10/15/2006,Hay House
6952,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,0552995878,9780552995870,eng,222,283199,4997,9/16/1993,Black Swan
6953,Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,3.95,0739334190,9780739334195,eng,0,121,33,5/2/2006,Random House Audio
6954,Como agua para chocolate,Laura Esquivel,3.95,0785731237,9780785731238,spa,248,11,2,6/1/1994,Turtleback Books
6956,The Radicalism of the American Revolution,Gordon S. Wood,4.06,0679736883,9780679736882,eng,447,4246,195,3/2/1993,Vintage
6969,Emma,Jane Austen/Fiona Stafford,4.00,0141439580,9780141439587,eng,474,549271,11117,5/6/2003,Penguin Books
6970,Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,0425212599,9780425212592,en-US,294,1335,59,11/7/2006,Berkley Sensation
6971,Emma Lazarus,Esther Schor,3.88,0805242163,9780805242164,eng,368,30,7,9/5/2006,Schocken
6974,Strange Attractions,Emma Holly,3.68,0425205037,9780425205037,en-US,312,1221,66,11/1/2005,Berkley Books
6976,The Mermaid Chair,Sue Monk Kidd,3.13,0143036696,9780143036692,eng,368,68363,5816,3/7/2006,Penguin Books
6980,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,3.95,0061144908,9780061144905,en-US,253,572,70,12/26/1996,HarperOne
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,4.13,0061144894,9780061144899,eng,240,2366,231,10/11/2016,HarperOne
6984,With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,4.30,1594710643,9781594710643,en-US,125,782,76,4/1/2006,Ave Maria Press
6987,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,3.86,0393062686,9780393062687,eng,320,1033,171,12/17/2006,W. W. Norton  Company
6988,Yeah  I Said It,Wanda Sykes,3.71,0743482719,9780743482714,en-US,247,458,66,9/13/2005,Atria Books
6992,The Seven Daughters Of Eve,Bryan Sykes,3.98,0552152188,9780552152181,eng,368,153,14,7/1/2002,Corgi
6994,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,3.71,0312148232,9780312148232,eng,352,169,29,9/15/1996,St. Martin's Griffin
7003,If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,3.88,0007177844,9780007177844,eng,512,25,2,5/1/2006,Fourth Estate
7006,Hamlet,William Shakespeare,4.02,1411400429,9781411400429,eng,352,9,2,7/3/2003,SparkNotes
7007,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,3.89,0764587250,9780764587252,eng,192,38,3,4/29/2001,Cliffs Notes
7009,A Midsummer Night's Dream,William Shakespeare,3.94,0451526961,9780451526960,eng,162,2167,101,5/1/1998,Signet Book
7010,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3.94,1932219242,9781932219241,eng,3,62,6,5/3/2005,AudioGO
7011,A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,3.94,0198321503,9780198321507,eng,102,126,7,7/28/2005,Oxford University Press  USA
7015,A Midsummer Night's Dream,William Shakespeare/Roma Gill,3.94,0198320213,9780198320210,eng,99,14,3,8/15/2002,Oxford University Press  USA
7023,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,4.08,0439405629,9780439405621,eng,224,9175,157,11/1/2004,Scholastic Paperbacks
7027,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.10,0439405602,9780439405607,eng,203,9256,196,5/1/2004,Scholastic  Inc.
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,140007570X,9781400075706,eng,256,1070,73,3/14/2006,Anchor
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,1400031362,9781400031368,eng,227,33028,1493,11/12/2002,Random House Anchor
7037,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,4.08,1419311743,9781419311741,eng,10,133,23,3/2/2005,Recorded Books  Inc.
7041,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4.02,0375422188,9780375422188,eng,198,480,28,4/20/2004,Pantheon Books
7045,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,3.72,0394735307,9780394735306,en-US,1090,317,55,7/12/1978,Alfred A. Knopf
7048,The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,4.05,1595820639,9781595820631,eng,81,475,37,8/8/2006,Dark Horse Books
7050,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,3.74,4770027729,9784770027726,eng,238,46,5,10/26/2001,Kodansha America
7052,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4.06,0375422722,9780375422720,eng,227,386,37,4/18/2006,Pantheon
7053,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4.08,0375422714,9780375422713,eng,233,22026,912,4/19/2005,Pantheon
7054,Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,3485009024,9783485009027,ger,238,11,3,2/1/2002,Nymphenburger
7055,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3.98,3485009601,9783485009607,ger,240,2,2,2/1/2003,Nymphenburger
7058,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4.07,0375422730,9780375422737,eng,213,20290,974,4/17/2007,Pantheon Books
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,1400034779,9781400034772,eng,235,208669,9489,2/6/2003,Anchor Books
7062,Paris to the Moon,Adam Gopnik,3.76,0375758232,9780375758232,eng,368,12356,941,9/11/2001,Random House Trade Paperbacks
7064,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,3.91,1557130663,9781557130662,eng,397,8,1,12/1/1995,Sun and Moon Press
7071,My Movie Business: A Memoir,John Irving,3.34,0345441303,9780345441300,eng,222,1113,60,10/10/2000,Ballantine Books
7076,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,3.83,0517146541,9780517146545,eng,718,304,8,5/21/1995,Wings
7078,The Headmaster's Papers,Richard A. Hawley/John Irving,3.99,0839731949,9780839731948,eng,240,11,4,9/1/2002,Paul S. Eriksson
7086,Blade Runner,Philip K. Dick,4.08,0345323882,9780345323880,eng,216,49,5,7/12/1987,Del Rey
7089,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,3.77,0590997300,9780590997300,eng,170,3856,119,9/1/1997,Scholastic  Inc.
7090,The Soul of a New Machine,Tracy Kidder,4.11,0316491977,9780316491976,eng,293,5480,438,6/1/2000,Back Bay Books
7092,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,4.17,0252062299,9780252062292,eng,282,273,21,7/1/1991,University of Illinois Press
7093,Never Call Retreat,Bruce Catton/E.B. Long,4.33,1842122916,9781842122914,eng,558,1552,33,12/31/2001,Phoenix Press (UK)
7101,The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,0618056815,9780618056811,eng,326,5290,321,5/25/2000,Mariner Books
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.10,2070766039,9782070766031,eng,1344,9,1,9/4/2002,Gallimard
7103,The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,4.03,0618056831,9780618056835,en-US,464,2090,123,5/25/2000,Mariner Books
7104,1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,4.00,0618056823,9780618056828,en-US,400,2185,137,5/25/2000,Mariner Books
7113,The King in the Window,Adam Gopnik/Omar Rayyan,3.60,0786838949,9780786838943,en-US,410,805,108,10/15/2006,Miramax Books
7118,The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,4.32,0192835092,9780192835093,eng,1054,235,26,8/20/1998,Oxford University Press
7119,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,4.36,0872201937,9780872201934,eng,128,210,14,10/1/1993,Hackett Publishing Company  Inc.
7126,The Count of Monte Cristo,Alexandre Dumas/Robin Buss,4.25,0140449264,9780140449266,eng,1276,647271,14249,5/27/2003,Penguin Classics
